"id","objet_id","portail","module","route","scenario","niveau_preuve","statut","blocage","preuve","responsable"
"REC-ACT-02ea5a896c35","ACT-02ea5a896c35","admin | mine | owner | sonasp","production","/performance/budgets | /performance/forecasts","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot production industrielle"
"REC-ACT-035110c8310b","ACT-035110c8310b","admin | owner | sonasp","public-et-alias","/sonasp/cessions-comptoirs","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot public-et-alias"
"REC-ACT-035b5a9c3d5a","ACT-035b5a9c3d5a","public","authentification","/modifier-mot-de-passe","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot authentification"
"REC-ACT-03a29583ced9","ACT-03a29583ced9","admin | owner | sonasp","dashboard","/dashboard","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot pilotage national"
"REC-ACT-03bf60c0aab7","ACT-03bf60c0aab7","admin | dgi | dgmg | factory | mine | owner | sonasp","production","/production/:id | /production/daily","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot production industrielle"
"REC-ACT-03ef1ef89a91","ACT-03ef1ef89a91","admin | customer | mine | owner | refinery | sonasp","sales","/sales/:id","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot ventes internationales et paiements"
"REC-ACT-03fda6a4ab55","ACT-03fda6a4ab55","admin | mine | owner | sonasp","production","/performance/budgets | /performance/forecasts","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot production industrielle"
"REC-ACT-049efbbf0411","ACT-049efbbf0411","public","authentification","/login","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot authentification"
"REC-ACT-04de4f55308d","ACT-04de4f55308d","admin | customer | mine | owner | sonasp","sales","/payments/virtual","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot ventes internationales et paiements"
"REC-ACT-056527320985","ACT-056527320985","admin | collector | comptoir | dgmg | owner | sonasp","artisan_gold_market","/collecte/ventes | /collecte/ventes/nouvelle","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot marché artisanal et paiements"
"REC-ACT-05a031548089","ACT-05a031548089","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-05c0ede7f20a","ACT-05c0ede7f20a","admin | dgmg | owner","artisan-minier","/artisan-minier/comptoirs/:id | /artisan-minier/comptoirs/:id/modifier | /artisan-minier/comptoirs/nouveau","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot artisans et affiliations"
"REC-ACT-05e157c95b6b","ACT-05e157c95b6b","admin | customer | mine | owner | refinery | sonasp","sales","/sales/:id","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot ventes internationales et paiements"
"REC-ACT-05ef1a1835e3","ACT-05ef1a1835e3","comptoir | owner","portal-comptoir","/portail-comptoir","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot portal-comptoir"
"REC-ACT-05f0b6b6c632","ACT-05f0b6b6c632","public","public-et-alias","/assistance","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot public-et-alias"
"REC-ACT-064774d4a0bb","ACT-064774d4a0bb","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/liste","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot artisans et affiliations"
"REC-ACT-066c02797d1b","ACT-066c02797d1b","admin | collector | comptoir | dgmg | owner | sonasp","artisan_gold_market","/collecte/ventes | /collecte/ventes/nouvelle","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot marché artisanal et paiements"
"REC-ACT-06763de7b362","ACT-06763de7b362","admin | airport | factory | mine | owner | sonasp","documents","/documents/assay-certificates","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot documents"
"REC-ACT-06851222095c","ACT-06851222095c","admin | comptoir | owner | sonasp","artisan_gold_market","/artisan-minier/rapports/quantites","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot marché artisanal et paiements"
"REC-ACT-0693e668d14a","ACT-0693e668d14a","comptoir | owner","portal-comptoir","/portail-comptoir","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot portal-comptoir"
"REC-ACT-072c160ccc0d","ACT-072c160ccc0d","admin | owner | sonasp","artisan-minier","/artisan-minier","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot artisans et affiliations"
"REC-ACT-07314094bc89","ACT-07314094bc89","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-0752f60328d8","ACT-0752f60328d8","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-077478ab9986","ACT-077478ab9986","admin | owner | sonasp","gold_purchases","/contrats/pilotage","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot achats et contrats"
"REC-ACT-0781aa35a93e","ACT-0781aa35a93e","admin | mine | owner | sonasp","gold_purchases","/contrats/:id | /requisitions/:id","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot achats et contrats"
"REC-ACT-081ca24755b6","ACT-081ca24755b6","public","authentification","/activate-account","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot authentification"
"REC-ACT-088385fb236a","ACT-088385fb236a","admin | owner | sonasp","gold_purchases","/contrats/pilotage","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot achats et contrats"
"REC-ACT-08af29041bc1","ACT-08af29041bc1","admin | owner | sonasp","gold_purchases","/achats/reglements/nouveau","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot achats et contrats"
"REC-ACT-08b056738e01","ACT-08b056738e01","admin | mine | owner | refinery | sonasp","gold_inventory","/inventory","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot stocks"
"REC-ACT-08cfce966818","ACT-08cfce966818","admin | collector | comptoir | owner | sonasp","artisan_gold_market","/artisan-minier/paiements/historique/:paiementId","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot marché artisanal et paiements"
"REC-ACT-08d2c90bd224","ACT-08d2c90bd224","admin | dgmg | owner","artisan-minier","/artisan-minier/comptoirs/:id | /artisan-minier/comptoirs/:id/modifier | /artisan-minier/comptoirs/nouveau","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot artisans et affiliations"
"REC-ACT-08f48d117d2d","ACT-08f48d117d2d","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/:id | /artisan-minier/cartes/expirations | /artisan-minier/cartes/suivi | /artisan-minier/cartes/validation","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot artisans et affiliations"
"REC-ACT-092ae62163c8","ACT-092ae62163c8","admin | airport | customer | factory | mine | owner | refinery | sonasp","international_markets","/fx-rates","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot international_markets"
"REC-ACT-092d09769930","ACT-092d09769930","admin | mine | owner | refinery | sonasp","refining","/refining | /refining/:id/process","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot raffinage"
"REC-ACT-093938ad2851","ACT-093938ad2851","admin | airport | customer | factory | mine | owner | refinery | sonasp","analytics | production_analytics | reports | sales_analytics","/analytics | /analytics/national | /analytics/production | /analytics/ventes | /reports","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-098a05a0835e","ACT-098a05a0835e","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-098a31abcbc2","ACT-098a31abcbc2","admin | customer | mine | owner | refinery | sonasp","sales","/sales","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot ventes internationales et paiements"
"REC-ACT-09a5eb33fd1b","ACT-09a5eb33fd1b","admin | owner | sonasp","gold_purchases","/requisitions/:id/modifier | /requisitions/nouvelle","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot achats et contrats"
"REC-ACT-09be8306c1cc","ACT-09be8306c1cc","admin | dgmg | owner","artisan-minier","/artisan-minier/collecteurs/:id/modifier | /artisan-minier/collecteurs/nouveau","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot artisans et affiliations"
"REC-ACT-0a07ef0475fe","ACT-0a07ef0475fe","admin | owner | sonasp","artisan-minier","/artisan-minier/:artisanId/infractions/:infractionId/modifier | /artisan-minier/:artisanId/infractions/nouvelle","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot artisans et affiliations"
"REC-ACT-0a0c1bef052e","ACT-0a0c1bef052e","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-0a15466852c0","ACT-0a15466852c0","admin | owner | sonasp","dashboard","/dashboard","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot pilotage national"
"REC-ACT-0ab472437708","ACT-0ab472437708","admin | airport | collector | comptoir | customer | dgi | dgmg | direction | factory | mine | owner | refinery | sonasp","stakeholders | transverse","/customers | /customers/:id | /profile","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-0bb04278c136","ACT-0bb04278c136","admin | owner | sonasp","production","/production/licenses/requests","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot production industrielle"
"REC-ACT-0bc4ddec0570","ACT-0bc4ddec0570","admin | collector | comptoir | dgmg | owner | sonasp","artisan_gold_market","/collecte/ventes | /collecte/ventes/nouvelle","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot marché artisanal et paiements"
"REC-ACT-0bd71ccaadf9","ACT-0bd71ccaadf9","admin | airport | factory | mine | owner | sonasp","shipping","/shipping/preparation/new","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot expéditions"
"REC-ACT-0be752f31c3b","ACT-0be752f31c3b","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/:id","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot artisans et affiliations"
"REC-ACT-0c5855b64dc5","ACT-0c5855b64dc5","public","authentification","/login","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot authentification"
"REC-ACT-0c60450f68e6","ACT-0c60450f68e6","admin | mine | owner | sonasp","production","/production/licenses/:id","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot production industrielle"
"REC-ACT-0c72b605db0e","ACT-0c72b605db0e","admin | owner | sonasp","artisan-minier","/artisan-minier","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot artisans et affiliations"
"REC-ACT-0c83a8623380","ACT-0c83a8623380","admin | owner","administration","/users/edit | /users/new","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot administration et IAM"
"REC-ACT-0cb3acb12d79","ACT-0cb3acb12d79","admin | mine | owner | sonasp","gold_purchases","/achats/comptes | /achats/comptes-paiements | /achats/demandes | /achats/plans | /achats/plans/:id | /achats/reglements","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot achats et contrats"
"REC-ACT-0cdb5dd81cea","ACT-0cdb5dd81cea","admin | mine | owner | sonasp","public-et-alias | stakeholders","/admin/refineries | /stakeholders/refinery-plants","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-0cef9f4f43ec","ACT-0cef9f4f43ec","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-0d6be96c71d6","ACT-0d6be96c71d6","admin | owner","administration | public-et-alias","/admin/users | /users","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-0d95e5ca8160","ACT-0d95e5ca8160","admin | airport | customer | factory | mine | owner | refinery | sonasp","analytics | production_analytics | reports | sales_analytics","/analytics | /analytics/national | /analytics/production | /analytics/ventes | /reports","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-0dca2f750638","ACT-0dca2f750638","admin | airport | factory | mine | owner | sonasp","shipping","/freight | /freight-customs | /freight-customs/:id | /freight-customs/create | /freight/shipments/create | /shipping | /shipping/preparation | /shipping/preparation/new","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot expéditions"
"REC-ACT-0de4b156cdc3","ACT-0de4b156cdc3","admin | dgi | dgmg | factory | mine | owner | sonasp","production","/production/daily","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot production industrielle"
"REC-ACT-0e4802c4f355","ACT-0e4802c4f355","admin | dgi | dgmg | factory | mine | owner | sonasp","production","/production/daily","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot production industrielle"
"REC-ACT-0e63086e48a1","ACT-0e63086e48a1","admin | mine | owner | sonasp","gold_purchases","/achats/reglements","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot achats et contrats"
"REC-ACT-0e9e2749d14a","ACT-0e9e2749d14a","admin | mine | owner | refinery | sonasp","refining","/refining | /refining/:id/process","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot raffinage"
"REC-ACT-0eadf73d2457","ACT-0eadf73d2457","admin | airport | mine | owner | sonasp","shipping","/freight-customs/:id","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot expéditions"
"REC-ACT-0eb901c9501f","ACT-0eb901c9501f","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-0f3ecace5d34","ACT-0f3ecace5d34","admin | dgmg | owner | sonasp","stakeholders","/stakeholders/organizations/:id/edit | /stakeholders/organizations/new","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot référentiels (root pilote Clients)"
"REC-ACT-0f5f62925780","ACT-0f5f62925780","admin | airport | collector | comptoir | customer | dgi | dgmg | direction | factory | mine | owner | refinery | sonasp","transverse","/help","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot transverse"
"REC-ACT-0fc2910d5800","ACT-0fc2910d5800","admin | owner | sonasp","gold_purchases","/achats/plans/:id","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot achats et contrats"
"REC-ACT-0ff1b9906b8f","ACT-0ff1b9906b8f","admin | owner","administration","/admin/modules","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot administration et IAM"
"REC-ACT-104f205ac150","ACT-104f205ac150","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-10ce4e2dde46","ACT-10ce4e2dde46","admin | mine | owner | sonasp","gold_purchases","/requisitions/:id","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot achats et contrats"
"REC-ACT-11314e97f3ec","ACT-11314e97f3ec","admin | mine | owner | sonasp","gold_purchases","/requisitions/:id","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot achats et contrats"
"REC-ACT-11ad3590d46c","ACT-11ad3590d46c","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot partagé : propriétaire à affecter par orchestrateur"
"REC-ACT-11b6143ac25a","ACT-11b6143ac25a","admin | customer | mine | owner | sonasp","sales","/payments/virtual","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot ventes internationales et paiements"
"REC-ACT-11f9a65545d4","ACT-11f9a65545d4","admin | owner | sonasp","national_reserve","/national-reserve | /national-reserve/audit | /national-reserve/controls | /national-reserve/physical | /national-reserve/valuation","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot réserve nationale"
"REC-ACT-11facf592941","ACT-11facf592941","admin | mine | owner | sonasp","sales","/sales/new","Qualifier puis exécuter dans les contextes applicables ; variantes et champs à instancier après revue","UI_AUTH_API_DB","NON EXÉCUTÉ","Qualification détaillée et environnement isolé requis","","Lot ventes internationales et paiements"
